Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,idx1,idx2,Name_1,Name_2,Name_DL,Name_CS,Addr_CS,Addr_LCS,Address_1,Address_2,StrNum_Match,StrName_DL,StrName_CS,PC_Match,Distance,ISCED020_Match,ISCED1_Match,ISCED2_Match,ISCED3_Match,ISCED4+_Match,Check_1,Check_2,manual,idx_keep,idx_name,reason,errors,hierarchy_keep
68,68,68,68,68,68,9b924df327a8cf7cb5a8,ac69eb57dd676726b34a,Providence Children s Centre,Providence Children s Centre Midnapore,0.736842105,0.922224668,1.0,1.0,5232 4 Street SW Calgary AB T2V0Z4,5232 4 Street SW Calgary AB T2V0Z4,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,True,9b924df327a8cf7cb5a8,idx1,correct name for location,"midnapore location should be 104-14707 Bannister Rd SE, Calgary",9b924df327a8cf7cb5a8
69,69,69,69,69,69,9b924df327a8cf7cb5a8,cb4627a46e2acddd582e,Providence Children s Centre,Providence Children s Centre Hawkwood,0.756756757,0.909353109,1.0,1.0,5232 4 Street SW Calgary AB T2V0Z4,5232 4 Street SW Calgary AB T2V0Z4,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,True,cb4627a46e2acddd582e,idx2,correct name for location,,cb4627a46e2acddd582e
70,70,70,70,70,70,51b2f6ae70528bb1d547,537bf2853e1bdd770b03,Professional Institute of Massage Therapy,Professional Institute of Massage Therapy Calgary,0.836734694,0.931694991,0.631227988,0.632478632,#310 15 Royal Vista Place NW Calgary Alberta T3R0P3 Canada,#103 1422 Kensington Road NW Calgary Alberta T2N 3P9 Canada,0,0.235294118,0.216930458,0,13.564799,1,1,1,1,1,False,False,False,,,different address,,NA
71,71,71,71,71,71,440c0b342b401a558d6e,f517636d8e16ab685c09,North Point School for Boys,North Point School for Boys,1.0,1.0,0.963624112,0.955223881,2445 23 Avenue SW Calgary AB T2T0W3,2445 23 Ave SW Calgary AB T2T0W3,1,1.0,1.0,1,0.0,1,0,0,0,1,False,False,False,,,different ISCED,,NA
72,72,72,72,72,72,719712da301da5179070,891059c6c89725491122,Montessori Children s House Academy Ltd #2,Montessori Children s House Academy Ltd #3,0.976190476,0.953488372,0.484237355,0.481012658,106 20 Sunpark Plaza SE Calgary AB T2X3T2,46 4307 130th Ave SE Calgary AB T2Z3V8,0,0.25,0.374634325,0,6.786365227,1,1,1,1,1,False,False,False,,,different address,,NA
73,73,73,73,73,73,766fe46c5e7b2e098cb1,891059c6c89725491122,Montessori Children s House Academy Ltd #1,Montessori Children s House Academy Ltd #3,0.976190476,0.953488372,0.501166258,0.487179487,108 2411 4th Street NW Calgary AB T2H1C6,46 4307 130th Ave SE Calgary AB T2Z3V8,0,0.2,0.123091491,0,,1,1,1,1,1,False,False,False,,,different address,,NA
74,74,74,74,74,74,766fe46c5e7b2e098cb1,719712da301da5179070,Montessori Children s House Academy Ltd #1,Montessori Children s House Academy Ltd #2,0.976190476,0.953488372,0.473376558,0.49382716,108 2411 4th Street NW Calgary AB T2H1C6,106 20 Sunpark Plaza SE Calgary AB T2X3T2,0,0.125,0.138342893,0,,1,1,1,1,1,False,False,False,,,different address,,NA
75,75,75,75,75,75,246c30996c57312cae4b,7f9c88ad1ed8dec235cd,Discovering Choices,Discovering Choices 2,0.904761905,0.953462589,0.496030757,0.530120482,206 315 10 Avenue SE Calgary AB T2G0W2,#92 116 3800 Memorial Dr NE Calgary AB T2A2K2,0,0.214285714,0.105409255,0,11.38556611,1,1,1,1,1,False,False,False,,,different address,,NA
76,76,76,76,76,76,71038ec51068d6e33534,b7136fa8042ead01ea78,Columbia College,Columbia College,1.0,1.0,0.809427213,0.785714286,802 Manning Rd Ne Calgary Alberta T2E7N8 Canada,802 Manning Road NE Calgary AB T2E7N8,1,1.0,1.0,1,2.31e-06,0,0,0,0,0,False,False,False,,,different ISCED,,NA
77,77,77,77,77,77,e60a7e21fd75fa2d4743,fb3ed68fc2703c41c006,Canadian Montessori School,Canadian Montessori School West,0.838709677,0.928476691,1.0,1.0,1112 70 Avenue SW Calgary AB T2V0P6,1112 70 Avenue SW Calgary AB T2V0P6,1,1.0,1.0,1,0.0,1,0,1,1,1,False,False,False,,,different ISCED,,NA
78,78,78,78,78,78,e60a7e21fd75fa2d4743,bd09b7728fa19921b998,Canadian Montessori School,Canadian Montessori School North,0.8125,0.915843766,1.0,1.0,1112 70 Avenue SW Calgary AB T2V0P6,1112 70 Avenue SW Calgary AB T2V0P6,1,1.0,1.0,1,0.0,1,0,1,1,1,False,False,False,,,different ISCED,,NA
79,79,79,79,79,79,afd5da28aa7d33f11be1,5f1eac576f25b859ffc8,Calgary International Academy,Calgary International Academy ECS,0.878787879,0.951189731,1.0,1.0,450 Royal Oak Drive NW Calgary AB T3G5J7,450 Royal Oak Drive NW Calgary AB T3G5J7,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
80,80,80,80,80,80,c500992ea36fe63ad180,9dc8af403f06ba51e6a3,Calgary Christian High School,Calgary Christian School,0.827586207,0.923548145,0.562483386,0.571428571,5029 26 Avenue SW Calgary AB T3E0R5,2839 49 Street SW Calgary AB T3E3X9,0,0.5,0.402015126,0,0.35331291,0,0,0,0,1,False,False,False,,,different address,,NA
81,81,81,81,81,81,cc4502bd339a8f1514fd,e76c4f642a10fbe78a00,Calgary Academy,Calgary Arts Academy,0.75,0.913500278,0.381060407,0.405405405,1677 93 rd Street SW Calgary AB T3H0R3,640 14th Avenue SE Calgary AB T2G1E8,0,0.272727273,0.161164593,0,12.12695751,0,1,1,0,1,False,False,False,,,different address,,NA
82,82,82,82,82,82,7a16a84ee782663bccae,9504bdc45cf4da73dfbf,CUPS One World Child Development Centre,One World Child Development Centre,0.871794872,0.95510944,0.724206824,0.788732394,1001 10th Avenue SW Calgary AB T2R0B7,622 11 Avenue SW Calgary AB T2R0E2,0,0.7,0.703526471,0,0.635916709,1,1,1,1,1,False,False,False,,,different address,,NA
83,83,83,83,83,83,86593cd810fd9d862983,67aa13a6b8f7fc14944b,CDI College of Business Technology and Health Care Calgary North,CLI College of Business Health and Technology Calgary Campus,0.609375,0.901392112,0.677690769,0.621359223,#100 403 33 Steet NE Calgary Alberta T2A1X5 Canada,#210 4202 17 Avenue SE Calgary Alberta T2S 0A3 Canada,0,0.272727273,0.19245009,0,2.150277636,1,1,1,1,1,False,False,False,,,different address,,NA
84,84,84,84,84,84,7cc93bb7a097943acf75,86593cd810fd9d862983,CDI College of Business Technology and Health Care Calgary City Centre,CDI College of Business Technology and Health Care Calgary North,0.857142857,0.915842591,0.6666887,0.673267327,200 703 6th Avenue SW Calgary Alberta T2P0T9 Canada,#100 403 33 Steet NE Calgary Alberta T2A1X5 Canada,0,0.090909091,0.091287093,0,6.397643048,1,1,1,1,1,False,False,False,,,different address,,NA
85,85,85,85,85,85,1d26631a5b2f81322d24,86593cd810fd9d862983,CDI College of Business Tech and Health Care Calgary South,CDI College of Business Technology and Health Care Calgary North,0.875,0.901970686,0.575604121,0.585365854,Midnapore Mall Suite 200 240 Midpark Way SE Calgary Alberta T2X1N4 Canada,#100 403 33 Steet NE Calgary Alberta T2A1X5 Canada,0,0.142857143,0.149071198,0,16.76347667,1,1,1,1,1,False,False,False,,,different address,,NA
86,86,86,86,86,86,a114ab5b4c8586914362,5203d8338b50ff0e1af4,Okotoks Montessori Preschool,Okotoks Montessori School,0.857142857,0.921132373,1.0,1.0,201 Hunter s Place Okotoks AB T1S1K8,201 Hunter s Place Okotoks AB T1S1K8,1,1.0,1.0,1,0.0,1,1,1,1,1,True,True,False,,,different names,,NA
87,87,87,87,87,87,a21a13b93bd643b42493,aa473080ffbb05bf34cb,Champion School,Champion School ECS,0.789473684,0.904534034,0.866666667,0.896551724,PO Box 348 Champion AB T0L0R0,PO Box 233 Champion AB T0L0R0,0,0.0,0.0,1,,0,0,0,1,1,False,False,False,,,different address,,NA
88,88,88,88,88,88,bce3419e6cfcf4744737,9b2458da13b379026450,Jenner School,Jenner School,1.0,1.0,0.646230328,0.607142857,Box 64 Jenner AB T0J1W0,General Delivery Jenner AB T0J1W0,0,0.0,0.0,1,0.0,0,0,0,1,1,False,False,False,,,different address,,NA
89,89,89,89,89,89,fd490baf48b82522304f,e52d59da07657d97aee7,New Rockport Colony School,Rockport Colony School,0.846153846,0.928476691,0.956182887,0.943396226,PO Box 10 Cardston AB T0K0K0,Box 10 Cardston AB T0K0K0,0,0.0,0.0,1,,0,1,1,1,1,True,False,True,fd490baf48b82522304f,idx1,longer address,,fd490baf48b82522304f
90,90,90,90,90,90,fda6e5164036c2e7c850,4bbe19108e98b7d40aa9,St Mary s Roman Catholic Separate School,St Patrick s Roman Catholic Separate School,0.88372093,0.903507903,0.750289519,0.7,5427 50 Street Taber AB T1G1M2,5302 48 Street Taber AB T1G1H3,0,0.6,0.5,0,0.42234568,0,1,0,0,1,False,False,False,,,different address,,NA
91,91,91,91,91,91,298daa300f3308043583,84ed25addd2e9126a6eb,Medicine Hat College,Medicine Hat College,1.0,1.0,0.808122036,0.821052632,299 College Drive SE Medicine Hat AB T1A3Y6,299 College Dr SE Medicine Hat Alberta T1A3Y6 Canada,1,1.0,1.0,1,3.17e-06,0,0,0,0,0,False,False,False,,,different ISCED,,NA
92,92,92,92,92,92,0de324f7533ece376704,0c4c7bac4d2a35f5c355,St Frances Cree Bilingual School,St Frances Cree Bilingual School Bateman,0.8,0.915937215,0.544949261,0.467532468,2141 MCPHERSON AVENUE SASKATOON sk S7J 0S8,6 BATEMAN CRES SASKATOON sk S7H 3C2,0,0.083333333,0.076923077,0,3.998068346,0,1,0,1,1,False,False,False,,,different address,,NA
93,93,93,93,93,93,857aeee20f502214e730,d08249c7c78690d5e961,Bishop Murray High School FSP,Bishop Murray High School ODP,0.931034483,0.911764706,0.667423812,0.630136986,615 WIGGINS AVE S SASKATOON sk S7H 2J2,142A 2ND AVE N SASKATOON sk S7K 2B2,0,0.416666667,0.25819889,0,,1,1,1,1,1,False,False,False,,,different address,,NA
94,94,94,94,94,94,36d7e06da69acc296fa7,d08249c7c78690d5e961,Bishop Murray High School,Bishop Murray High School ODP,0.862068966,0.939895399,0.653197265,0.594594595,615 WIGGINS AVENUE SASKATOON sk S7H 2J2,142A 2ND AVE N SASKATOON sk S7K 2B2,0,0.2,0.301511345,0,,1,1,1,1,1,False,False,False,,,different address,,NA
95,95,95,95,95,95,36d7e06da69acc296fa7,857aeee20f502214e730,Bishop Murray High School,Bishop Murray High School FSP,0.862068966,0.939895399,0.953661207,0.935064935,615 WIGGINS AVENUE SASKATOON sk S7H 2J2,615 WIGGINS AVE S SASKATOON sk S7H 2J2,1,0.833333333,0.934198733,1,0.0,1,1,1,1,1,True,True,True,857aeee20f502214e730,idx2,includes direction,,857aeee20f502214e730
96,96,96,96,96,96,36d7e06da69acc296fa7,0150e5bc319cd70a75b3,Bishop Murray High School,Bishop Murray High School CNYC,0.833333333,0.921132373,0.953661207,0.935064935,615 WIGGINS AVENUE SASKATOON sk S7H 2J2,615 WIGGINS AVE S SASKATOON sk S7H 2J2,1,0.833333333,0.934198733,1,0.0,1,1,0,1,1,False,False,False,,,different ISCED,,NA
97,97,97,97,97,97,235847c10290ac115cab,f317951c2cf9aacb13d0,St Henry s Junior School,St Henry s Senior School,0.916666667,0.920315694,0.742379427,0.725,840 MAIN STREET MELVILLE sk S0A 2P0,1255 PRINCE EDWARD STREET MELVILLE sk S0A 2P0,0,0.3125,0.34299717,1,,0,1,0,1,1,False,False,False,,,different address,,NA
98,98,98,98,98,98,be10fc0d6433679a483f,9b5765dc757079c8a5de,ERICKSON ELEMENTARY,Erickson Elementary,0.157894737,1.0,0.350988547,0.060606061,GENERAL DELIVERY ERICKSON R0J 0P0 MB,PO Box 180 Erickson BC V0B 1K0,0,0.0,0.0,0,,1,1,0,1,1,False,False,False,,,different address,,NA
99,99,99,99,99,99,9f2e477601ee08556fe7,8080c3b622432901be64,R B RUSSELL VOCATIONAL SCHOOL,R B Russell Vocational High School,0.264705882,0.940064322,0.776898596,0.422222222,364 DUFFERIN AVENUE WINNIPEG R2W 2Y3 MB,364 Dufferin Avenue Winnipeg Manitoba R2W2Y3 Canada,1,1.0,1.0,1,2.63e-07,0,0,0,0,0,False,False,False,,,different ISCED,,NA
100,100,100,100,100,100,db850579a6c057756dfc,595aac60811b3da3b924,MANITOBA INSTITUTE OF TRADES AND TECH ,Manitoba Institute of Trades and Technology,0.209302326,0.920093423,0.399491277,0.337349398,130 HENLOW BAY WINNIPEG R3Y 1G4 MB,7 Fultz Boulevard Winnipeg Manitoba R3Y1G4 Canada,0,0.2,0.090909091,1,0.247506879,0,0,0,0,0,False,False,False,,,different address,,NA
101,101,101,101,101,101,543f9097761b4e056394,51fd03b470ec488b43cf,GREEN ACRES COLONY HIGH SCHOOL,GREEN ACRES COLONY SCHOOL,0.833333333,0.9258201,1.0,1.0,BOX 190 WAWANESA R0K 2G0 MB,BOX 190 WAWANESA R0K 2G0 MB,0,0.0,0.0,1,,0,0,1,0,1,False,False,False,,,different ISCED,,NA
102,102,102,102,102,102,1d2f836b1d92c5f0905d,f4f18d351c5b8bd5c5e0,GRACE VALLEY MENNONITE ACADEMY,VALLEY MENNONITE ACADEMY,0.8,0.917519396,0.711861382,0.761904762,BOX 839 WINKLER R6W 4A9 MB,BOX 139 GRP 7 RR 1 WINKLER R6W 4A1 MB,0,0.0,0.0,0,,1,1,1,1,1,False,False,False,,,different address,,NA
103,103,103,103,103,103,7c22fe7f54840d496919,9fbfd349d335e9211ddb,Ecole catholique de La Verendrye,Ecole secondaire catholique de La Verendrye,0.744186047,0.932605346,1.0,1.0,175 High Nord rue Thunder Bay Ontario P7A8C7,175 High Nord rue Thunder Bay Ontario P7A8C7,1,1.0,1.0,1,0.048837896,1,1,1,0,1,False,False,False,,,different ISCED,,NA
104,104,104,104,104,104,6e1ef19208eb7a953658,05a8efb3e5e774a49c19,St Margaret Catholic Elementary School,St Martin Catholic Elementary School,0.868421053,0.900966171,0.644061189,0.658227848,89 Clayte St Thunder Bay Ontario P7A6S4,115 W Mary St Thunder Bay Ontario P7E2L8,0,0.333333333,0.3,0,10.34840261,1,1,1,1,1,False,False,False,,,different address,,NA
105,105,105,105,105,105,1ef312e8caae81136dce,36ebca39d85ad32e7224,Ecole Notre Dame du Sault,Ecole secondaire Notre Dame du Sault,0.694444444,0.922242038,1.0,1.0,600 North rue Sault Ste Marie Ontario P6B2B9,600 North rue Sault Ste Marie Ontario P6B2B9,1,1.0,1.0,1,1.14281654,0,0,1,0,1,False,False,False,,,different ISCED,,NA
106,106,106,106,106,106,2e207239ef096cd66bff,109ece4684af6b371a3a,Ecole catholique Cite des Jeunes,Ecole secondaire catholique Cite des Jeunes,0.744186047,0.919813879,0.910615995,0.876190476,10 Cite Des Jeunes Boulevard Kapuskasing Ontario P5N2K2,10 Cite des Jeunes blvd Kapuskasing Ontario P5N2K2,1,1.0,1.0,1,0.107841255,1,1,1,0,1,False,False,False,,,different ISCED,,NA
107,107,107,107,107,107,0caae318a5370734524c,97017a1257f51afc358f,Ecole secondaire catholique L Alliance,Ecole secondaire l Alliance,0.710526316,0.908135497,1.0,1.0,44 Anson prom Iroquois Falls Ontario P0K1E0,44 Anson prom Iroquois Falls Ontario P0K1E0,1,1.0,1.0,1,0.095689282,1,1,1,1,1,True,True,False,,,different names,,NA
108,108,108,108,108,108,3e667817ae92e782b757,933ea3e41e292135f7aa,Ecole catholique lEnvolee du Nord,Ecole secondaire catholique lEnvolee du Nord,0.75,0.925149149,1.0,1.0,54 Duncan Sud av Kirkland Lake Ontario P2N1Y1,54 Duncan Sud av Kirkland Lake Ontario P2N1Y1,1,1.0,1.0,1,0.009977563,1,1,1,0,1,False,False,False,,,different ISCED,name comes up as �cole catholique Jean-Vanier,NA
109,109,109,109,109,109,195dfa6388c7202810be,29b5a95b694b76f3897f,Ecole separee Saint Joseph,Ecole separee St Joseph,0.884615385,0.926302172,0.484247998,0.455696203,1215 St Anthony rue Hanmer Ontario P3P1B7,100 Bruyere rue Sudbury Ontario P3C2V1,0,0.103448276,0.350070021,0,16.31269864,1,1,0,1,1,False,False,False,,,different address,,NA
110,110,110,110,110,110,2e4e7918615185ec5940,2465b190da2fa2555760,Ecole separee Notre Dame,Ecole separee Notre Dame de la Merci,0.666666667,0.907841299,0.309875342,0.333333333,4503 Dennie rue Hanmer Ontario P3P1L1,2 Edward av Coniston Ontario P0M1M0,0,0.235294118,0.0,0,18.95846141,1,1,1,1,1,False,False,False,,,different address,,NA
111,111,111,111,111,111,9621ae29b261a5fb13b2,34ec14e2ed4d2fa82b9f,Ecole secondaire catholique Algonquin,Ecole secondaire catholique Algonquin,1.0,1.0,1.0,0.975609756,555 Algonquin Av North Bay Ontario P1B4W8,555 Algonquin av North Bay Ontario P1B4W8,1,1.0,1.0,1,0.01774948,1,1,1,0,1,False,False,False,,,different ISCED,,NA
112,112,112,112,112,112,4437d6769dab2aa361bd,fd585888085ec6b9dd35,EIC Nouvelle Alliance,ESC Nouvelle Alliance,0.952380952,0.923076923,1.0,1.0,249 Anne nord rue Barrie Ontario L4N0B5,249 Anne nord rue Barrie Ontario L4N0B5,1,1.0,1.0,1,0.013666321,1,1,1,0,1,False,False,False,,,different ISCED,,NA
113,113,113,113,113,113,3ed90cbb842e83811d7e,609b422559fc4dc436ae,Elmvale District High School,Elmvale District High School 7 8,0.875,0.937436867,1.0,1.0,25 Lawson Ave Elmvale Ontario L0L1P0,25 Lawson Ave Elmvale Ontario L0L1P0,1,1.0,1.0,1,0.070052804,1,1,1,0,1,False,False,False,,,different ISCED,,NA
114,114,114,114,114,114,bdb783313ce0463be904,c66d5ab7c48f78864e42,Stayner Collegiate Institute,Stayner Collegiate Institute 7 8,0.875,0.947330933,0.903278027,0.886075949,7578 Hwy 26 RR 2 Stayner Ontario L0M1S0,7578 Highway 26 2 Stayner Ontario L0M1S0,0,0.545454545,0.808122036,1,11.87003012,1,1,1,0,1,False,False,False,,,different ISCED,,NA
115,115,115,115,115,115,528fc4caec1d8ecea0b2,2e2d552ed6e3d9375534,John Diefenbaker Senior School,John Diefenbaker Senior School,1.0,1.0,0.945905303,0.942857143,181 7th Street Hanover Ontario N4N1G7,181 7th St Hanover Ontario N4N1G7,1,1.0,1.0,1,0.09477136,1,1,1,0,1,False,False,False,,,different ISCED,,NA
116,116,116,116,116,116,e8e43e58422bae3e427a,4ab422c7b0c9e79fa2d7,Walkerton District Community School,Walkerton District Community School,1.0,1.0,0.94406864,0.952380952,1320 Yonge St South Walkerton Ontario N0G2V0,1320 Yonge St S Walkerton Ontario N0G2V0,1,1.0,1.0,1,0.010403732,0,0,1,0,1,False,False,False,,,different ISCED,,NA
117,117,117,117,117,117,bc8c6c6a1bd8408e1d66,33367f7266e74d8c6506,St Mark Separate School,St Martin Separate School,0.88,0.909508594,0.613636364,0.540540541,1440 Glenora Dr London Ontario N5X1V2,140 Duchess Ave London Ontario N6C1N9,0,0.1,0.090909091,0,7.400739214,1,1,1,1,1,False,False,False,,,different address,,NA
118,118,118,118,118,118,028f2af1a868e0afb457,2dd84205d3836adaf951,Ecole elementaire catholique Sainte Catherine,Ecole elementaire catholique Sainte Marie,0.888888889,0.927699636,0.32596012,0.333333333,24162 Winterline chemin Pain Court Ontario N0P1Z0,90 Dale prom Chatham Ontario N7L0B2,0,0.181818182,0.103975049,0,5.300426648,1,1,0,1,1,False,False,False,,,different address,,NA
119,119,119,119,119,119,c420ee39776c6f3fe1f3,84205df67b6566c3bac4,Old Colony Christian Academy,Old Colony Christian Academy Cottam,0.8,0.927105069,0.475830951,0.461538462,21311 Campbell Road 1 Wheatley Ontario N0P2P0,294 County Road 34 East Ruthven Ontario N0P2G0,0,0.214285714,0.276026224,0,,1,1,1,1,1,False,False,False,,,different address,,NA
120,120,120,120,120,120,f643ea36edcf224a905f,deacf77a466cdf556504,Amish Parochial School #7,Amish Parochial school #8,0.92,0.933333333,0.776954655,0.739726027,129 Perth Road Newton Ontario N0K1R0,7023 Road 136 1 Newton Ontario N0K1R0,0,0.25,0.0,1,,1,1,1,1,1,False,False,False,,,different address,,NA
121,121,121,121,121,121,aea60cdb6b68d29a851b,deacf77a466cdf556504,Amish Parochial School #5,Amish Parochial school #8,0.92,0.933333333,0.674199862,0.701298701,6327 Road 116 1 Milverton Ontario N0K1M0,7023 Road 136 1 Newton Ontario N0K1R0,0,0.0,0.0,0,,1,1,1,1,1,False,False,False,,,different address,,NA
122,122,122,122,122,122,aea60cdb6b68d29a851b,f643ea36edcf224a905f,Amish Parochial School #5,Amish Parochial School #7,0.96,0.933333333,0.651868276,0.631578947,6327 Road 116 1 Milverton Ontario N0K1M0,129 Perth Road Newton Ontario N0K1R0,0,0.0,0.301511345,0,,1,1,1,1,1,False,False,False,,,different address,,NA
123,123,123,123,123,123,ee94e9432077d3edbb4d,deacf77a466cdf556504,Amish Parochial School #3,Amish Parochial school #8,0.92,0.933333333,0.558290526,0.5,4286 Line 67 1 Milverton Ontario N0K1M0,7023 Road 136 1 Newton Ontario N0K1R0,0,0.222222222,0.119522861,0,,1,1,1,1,1,False,False,False,,,different address,,NA
124,124,124,124,124,124,ee94e9432077d3edbb4d,f643ea36edcf224a905f,Amish Parochial School #3,Amish Parochial School #7,0.96,0.933333333,0.554257097,0.48,4286 Line 67 1 Milverton Ontario N0K1M0,129 Perth Road Newton Ontario N0K1R0,0,0.111111111,0.0,0,,1,1,1,1,1,False,False,False,,,different address,,NA
125,125,125,125,125,125,ee94e9432077d3edbb4d,aea60cdb6b68d29a851b,Amish Parochial School #3,Amish Parochial School #5,0.96,0.933333333,0.759072115,0.683544304,4286 Line 67 1 Milverton Ontario N0K1M0,6327 Road 116 1 Milverton Ontario N0K1M0,0,0.333333333,0.286038777,1,,1,1,1,1,1,False,False,False,,,different address,,NA
126,126,126,126,126,126,a928b531905c5d6259a0,deacf77a466cdf556504,Amish Parochial School #2,Amish Parochial school #8,0.92,0.933333333,0.764093177,0.684931507,4036 Line 76 1 Newton Ontario N0K1R0,7023 Road 136 1 Newton Ontario N0K1R0,0,0.222222222,0.119522861,1,,1,1,1,1,1,False,False,False,,,different address,,NA
127,127,127,127,127,127,a928b531905c5d6259a0,f643ea36edcf224a905f,Amish Parochial School #2,Amish Parochial School #7,0.96,0.933333333,0.651868276,0.611111111,4036 Line 76 1 Newton Ontario N0K1R0,129 Perth Road Newton Ontario N0K1R0,0,0.111111111,0.0,1,,1,1,1,1,1,False,False,False,,,different address,,NA
128,128,128,128,128,128,a928b531905c5d6259a0,aea60cdb6b68d29a851b,Amish Parochial School #2,Amish Parochial School #5,0.96,0.933333333,0.533333333,0.526315789,4036 Line 76 1 Newton Ontario N0K1R0,6327 Road 116 1 Milverton Ontario N0K1M0,0,0.333333333,0.381385036,0,,1,1,1,1,1,False,False,False,,,different address,,NA
129,129,129,129,129,129,a928b531905c5d6259a0,ee94e9432077d3edbb4d,Amish Parochial School #2,Amish Parochial School #3,0.96,0.933333333,0.690065559,0.693333333,4036 Line 76 1 Newton Ontario N0K1R0,4286 Line 67 1 Milverton Ontario N0K1M0,0,0.888888889,0.7,0,,1,1,1,1,1,False,False,False,,,different address,,NA
130,130,130,130,130,130,64bd78d33b2b5fe4cdb6,a7a20c4cb9164ee79cb4,John Sweeney Catholic Elementary School,St John Catholic Elementary School,0.743589744,0.905538514,0.494151846,0.545454545,185 Activa Ave Kitchener Ontario N2E4A1,99 Strange St Kitchener Ontario N2G1R4,0,0.1,0.0,0,7.178974222,1,1,1,1,1,False,False,False,,,different address,,NA
131,131,131,131,131,131,6856399c7d670a6901dc,1269195edbda76e94f9f,St Anne Catholic Elementary School,St Augustine Catholic Elementary School,0.846153846,0.901669635,0.577920492,0.58974359,127 Elgin St N Cambridge Ontario N1R5H6,177 Bismark Dr Cambridge Ontario N1S4Y2,0,0.0,0.0,0,2.914266744,1,1,1,1,1,False,False,False,,,different address,,NA
132,132,132,132,132,132,3e6a05bd84579f59902a,03c5eba9a1bbdb79a7a6,St Mary Catholic Learning Centre,St Mary Catholic Learning Centre Day,0.888888889,0.9526832,1.0,1.0,455 Colborne Street Brantford Ontario N3S3N8,455 Colborne Street Brantford Ontario N3S3N8,1,1.0,1.0,1,0.034331075,1,1,1,1,1,True,True,False,,,different names,,NA
133,133,133,133,133,133,c90786d75805380d3195,d908dcb81991e5bc4e9c,St Ann Catholic Elementary School,St Anthony Catholic Elementary School,0.891891892,0.925212688,0.752578676,0.691358025,218 Main St St Catharines Ontario L2N4W1,81 Rykert St St Catharines Ontario L2S1Z2,0,0.333333333,0.40824829,0,6.323076933,1,1,1,1,1,False,False,False,,,different address,,NA
134,134,134,134,134,134,5016c3941d38d3f9c287,5f5c210a0d894190a047,Mary Ward Catholic Elementary School,St Mary Catholic Elementary School,0.833333333,0.919133291,0.592592593,0.630434783,2999 Dorchester Rd Niagara Falls Ontario L2J2Z9,5719 Morrison St Niagara Falls Ontario L2E2E8,0,0.307692308,0.15430335,0,3.281906363,1,1,1,1,1,False,False,False,,,different address,,NA
135,135,135,135,135,135,86d9b5426e5fb5b8969d,cdce0f17acf1e6c025a6,EIC Saint Jean de Brebeuf,ESC Saint Jean de Brebeuf,0.96,0.923076923,0.912870929,0.901408451,620 River Welland Ontario L3B5N6,620 River chemin Welland Ontario L3B5N6,1,0.416666667,0.67936622,1,4.380921342,1,1,1,0,1,False,False,False,,,different ISCED,,NA
136,136,136,136,136,136,95677fc83adc35013eeb,ee2c60b28b2dde6e5a0a,St Paul Catholic Elementary School,St Vincent de Paul Catholic Elementary School,0.755555556,0.905624116,0.387835876,0.380952381,24 Amberwood St Stoney Creek Ontario L8J2H9,295 Greencedar Dr Hamilton Ontario L9C7M9,0,0.153846154,0.0,0,10.5189334,1,1,1,1,1,False,False,False,,,different address,,NA
137,137,137,137,137,137,3b5561a19cee5f225f7c,95677fc83adc35013eeb,St Patrick Catholic Elementary School,St Paul Catholic Elementary School,0.864864865,0.902462179,0.491934955,0.45,20 East Ave S Hamilton Ontario L8N3X1,24 Amberwood St Stoney Creek Ontario L8J2H9,0,0.25,0.209656967,0,7.595938317,1,1,1,1,1,False,False,False,,,different address,,NA
138,138,138,138,138,138,4037a521ce5cb79814b4,d8214b5d3bcccd3f1b70,St Mark Catholic Elementary School,St Matthew Catholic Elementary School,0.864864865,0.902462179,0.297939786,0.414634146,43 Whitedeer Rd Stoney Creek Ontario L8J3T1,200 Windwood Dr Binbrook Ontario L0R1C0,0,0.333333333,0.240192231,0,7.149988226,1,1,1,1,1,False,False,False,,,different address,,NA
139,139,139,139,139,139,8766b2f3e993f6731f63,95677fc83adc35013eeb,St John Paul II Catholic Elementary School,St Paul Catholic Elementary School,0.80952381,0.918225057,0.357770876,0.4,600 Acadia Dr Hamilton Ontario L8W3A5,24 Amberwood St Stoney Creek Ontario L8J2H9,0,0.166666667,0.087705802,0,5.838117546,1,1,1,1,1,False,False,False,,,different address,,NA
140,140,140,140,140,140,587d616db0bb7b3de51a,42859a508fbf62d8fe25,Our Lady of Hope Catholic Elementary School,Our Lady of Peace Catholic Elementary School,0.909090909,0.93613445,0.263879698,0.320987654,400 Pumpkin Pass Binbrook Ontario L0R1C0,252 Dewitt Rd Stoney Creek Ontario L8E2R1,0,0.083333333,0.0,0,13.82838762,1,1,1,1,1,False,False,False,,,different address,,NA
