OBJECTID,DT_MAJ_GDUNO,CD_IMM,CD_CS,NUM_IMM_CS,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,PRESC,PRIM,SEC,FORM_PRO,ADULTE,STAT_PROP_IMM,COORD_X_LL84,COORD_Y_LL84,ORDRE_ENS,TYPE_CS,STYLE_CART,ISCED020,ISCED1,ISCED2,ISCED3,ISCED4+
46,20201019,712074,712000,74,"Rose-des-Vents, la","355, avenue de la Jeunesse",,10043,Rimouski,V,G5M1J2,1,1,0,0,0,Propriété de la CS,-68.46032,48.507544,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
47,20201019,711044,711000,44,Sainte-Irène,"359, rue Principale",,7040,Sainte-Irène,P,G0J2P0,0,0,0,0,1,Propriété de la CS,-67.593224,48.434444,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
48,20201019,712016,712000,16,Aux-Quatre-Vents,"203, rue de l'Église",,9055,Saint-Octave-de-Métis,P,G0J3B0,1,1,0,0,0,Propriété de la CS,-68.080709,48.600222,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
49,20201019,712018,712000,18,"Envol, l'","41, du Couvent",,9048,Métis-sur-Mer,V,G0J1S0,1,1,0,0,0,Propriété de la CS,-67.964933,48.682145,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
50,20201019,811003,811000,3,"Iris, aux","575, chemin du Bassin",,1023,Les Îles-de-la-Madeleine,M,G4T0C3,1,1,0,0,0,Propriété de la CS,-61.931938,47.221709,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
51,20201019,811005,811000,5,Notre-Dame-du-Sacré-Coeur,"7, chemin de l'Église",,1023,Les Îles-de-la-Madeleine,M,G4T7C3,1,1,0,0,1,Propriété de la CS,-61.523973,47.560153,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
52,20201019,812005,812000,5,De l'Anse,"398, 1re Avenue Ouest",,4037,Sainte-Anne-des-Monts,V,G4V1G9,1,1,0,0,0,Propriété de la CS,-66.519792,49.123071,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
53,20201019,813015,813000,15,Le Phare,110 route Clemville,,2047,Port-Daniel--Gascons,M,G0C2N0,1,1,0,0,0,Propriété de la CS,-64.981238,48.16554,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
54,20201019,813021,813000,21,Centre d'éducation des adultes l'Odyssée,"501, rue Saint-Pie-X",,5032,Paspébiac,V,G0C2K0,0,0,0,1,1,Propriété de la CS,-65.257539,48.057043,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
55,20201019,712021,712000,21,Marie-Élisabeth,"105, rue Plourde",,9025,Saint-Gabriel-de-Rimouski,M,G0K1M0,1,1,0,0,0,Propriété de la CS,-68.175426,48.423088,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
9,20201019,712009,712000,9,CFA de Mont-Joli-Mitis,"1632, rue Lindsay",,9077,Mont-Joli,V,G5H3A6,0,0,0,1,1,Propriété de la CS,-68.188206,48.584403,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
10,20201019,712010,712000,10,"Alizés, des","45, avenue de la Grotte",,9077,Mont-Joli,V,G5H1W4,1,1,0,0,0,Propriété de la CS,-68.18609,48.587334,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
11,20201019,712060,712000,60,"Écho-des-Montagnes, l'","10, 8e Avenue Lefrançois",,10070,Saint-Fabien,P,G0L2Z0,1,1,1,0,0,Propriété de la CS,-68.864832,48.29506,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
12,20201019,712061,712000,61,Mont-Saint-Louis,"136, rue de la Grotte",,10043,Rimouski,V,G0L1B0,1,1,1,0,0,Propriété de la CS,-68.707617,48.370368,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
13,20201019,712062,712000,62,"Sources, des","20, rue Banville",,10030,Saint-Anaclet-de-Lessard,P,G0K1H0,1,1,0,0,0,Propriété de la CS,-68.422626,48.476275,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
14,20201019,711039,711000,39,Polyvalente de Sayabec,"8, rue Keable",,7085,Sayabec,M,G0J3K0,0,0,1,0,1,Propriété de la CS,-67.681166,48.563391,Secondaire - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
15,20201019,711040,711000,40,Sainte-Ursule,"123, rue Desbiens",,7047,Amqui,V,G5J3P9,1,1,0,0,1,Propriété de la CS,-67.432142,48.468524,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
16,20201019,711053,711000,53,Saint-Léandre,"2003, rue de l'Église",,8065,Saint-Léandre,P,G0J2V0,0,1,0,0,1,Propriété de la CS,-67.604934,48.730184,Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,0,1,0,0,0
17,20201019,711057,711000,57,Val-Joubert,"101, rue Banville",,8040,Sainte-Paule,M,G0J3C0,0,0,0,1,1,Propriété de la CS,-67.557288,48.660095,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
18,20201019,812025,812000,25,Esdras-Minville,"18, rue François-Xavier Est",,3020,Grande-Vallée,M,G0E1K0,0,0,1,0,0,Propriété de la CS,-65.119657,49.225493,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
19,20201019,812040,812000,40,C.-E.-Pouliot,"85, boulevard de Gaspé",,3005,Gaspé,V,G4X2T8,0,0,1,1,1,Propriété de la CS,-64.477564,48.836896,Secondaire - Formation professionnelle - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
20,20201019,812058,812000,58,Résidence des étudiants,"95, boulevard Gaspé",,3005,Gaspé,V,G4X1A4,0,0,0,1,1,Propriété de la CS,-64.479483,48.837785,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
21,20201019,813007,813000,7,Secondaire du Littoral,"188, rue du Carrefour",,2015,Grande-Rivière,V,G0C1V0,0,0,1,1,0,Propriété de la CS,-64.497443,48.403115,Secondaire - Formation professionnelle,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
22,20201019,813010,813000,10,Polyvalente Monseigneur Sévigny,"155, rue Mgr Ross Ouest",,2028,Chandler,V,G0C1K0,0,0,1,1,1,Propriété de la CS,-64.685828,48.354988,Secondaire - Formation professionnelle - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
23,20201019,812034,812000,34,Antoine-Roy,"110, boul. Renard E.(Riv-Ren.)",,3005,Gaspé,V,G4X5H8,0,0,1,0,0,Propriété de la CS,-64.379775,48.989653,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
24,20201019,812850,812000,850,Centre jeunesse Gaspésie/Les Îles,Unité la Vigie,,3005,Gaspé,V,G4X2V7,0,1,1,0,0,Entente MEES/MSSS,-64.522043,48.825769,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
25,20201019,813012,813000,12,Saint-Joseph - Saint-Patrick,"183, rue Commercial Ouest",,2028,Chandler,V,G0C1K0,1,1,0,0,0,Propriété de la CS,-64.684851,48.348694,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
26,20201019,813009,813000,9,Saint-Paul,"415, boulevard Pabos",,2028,Chandler,V,G0C2H0,1,1,0,0,0,Propriété de la CS,-64.609141,48.362829,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
27,20201019,812032,812000,32,CEA de l'Envol,"88, rue Renard E. (Riv.-Ren.)",,3005,Gaspé,V,G4X5H8,0,0,0,1,1,Propriété de la CS,-64.384922,48.991996,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
28,20201019,812033,812000,33,Collège Saint-Martin,"12, rue du Collège",,3005,Gaspé,V,G4X5H9,0,0,0,1,1,Propriété de la CS,-64.386154,48.990819,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
29,20201019,812027,812000,27,Notre-Dame,"535, boulevard Sainte-Cécile",,3010,Cloridorme,CT,G0E1G0,1,1,0,0,1,Propriété de la CS,-64.83919,49.179361,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
30,20201019,813014,813000,14,Saint-Bernard,"40, route 132 Ouest",,2047,Port-Daniel--Gascons,M,G0C1P0,1,1,0,0,0,Propriété de la CS,-64.86085,48.192999,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
31,20201019,813013,813000,13,Sacré-Coeur,"1, route des Hardy",,2028,Chandler,V,G0C2A0,1,1,0,0,0,Propriété de la CS,-64.745747,48.265097,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
32,20201019,812042,812000,42,De la Découverte,"156, rue Jacques-Cartier",,3005,Gaspé,V,G4X1M9,1,0,0,0,0,Propriété de la CS,-64.487318,48.831949,Préscolaire,Franco,1_Imm_Franco_primaire,1,0,0,0,0
33,20201019,812041,812000,41,Saint-Rosaire,"151, rue Jacques-Cartier",,3005,Gaspé,V,G4X2P7,0,1,0,0,0,Propriété de la CS,-64.485629,48.830456,Primaire,Franco,1_Imm_Franco_primaire,0,1,0,0,0
34,20201019,812004,812000,4,Notre-Dame-de-Liesse,"1932, Rte 132 (St-Georges-Mal.",,2005,Percé,V,G0C2X0,1,1,0,0,1,Propriété de la CS,-64.21468,48.654842,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
35,20201019,812021,812000,21,Des Prospecteurs,"520, ave Dr-William-May",,3025,Murdochville,V,G0E1W0,1,1,1,0,1,Propriété de la CS,-65.491978,48.958566,Préscolaire - Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
36,20201019,812024,812000,24,Du P'tit-Bonheur,"6, rue du Couvent",,3020,Grande-Vallée,M,G0E1K0,1,1,0,0,1,Propriété de la CS,-65.123867,49.227026,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
37,20201019,812036,812000,36,Saint-Joseph-Alban,"615, boul. Griffon (Anse Griff",,3005,Gaspé,V,G4X6A5,1,1,0,0,0,Propriété de la CS,-64.29664,48.93181,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
38,20201019,812038,812000,38,Notre-Dame-du-Sacré-Coeur,"43, rue Fontenelle (St-Majoriq",,3005,Gaspé,V,G4X6R1,1,1,0,0,1,Propriété de la CS,-64.551523,48.889468,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
39,20201019,812029,812000,29,Saint-Paul,"33, rue de l'Église (St-Mauric",,3005,Gaspé,V,G4X4B3,1,1,0,0,1,Propriété de la CS,-64.476652,49.05054,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
40,20201019,812031,812000,31,Aux Quatre-Vents,"87, rue Renard E. (Riv.-Ren.)",,3005,Gaspé,V,G4X5K7,1,1,0,0,0,Propriété de la CS,-64.384988,48.993111,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
41,20201019,712013,712000,13,Clair-Soleil,"65, rue Soucy",,9005,La Rédemption,P,G0J1P0,1,1,0,0,0,Propriété de la CS,-67.880189,48.445191,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
42,20201019,712014,712000,14,"Rivière, de la","530, boulevard de la Vallée",,9035,Sainte-Angèle-de-Mérici,M,G0J2H0,1,1,0,0,0,Propriété de la CS,-68.08501,48.525398,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
43,20201019,712015,712000,15,Saint-Rémi,"20, rue Saint-Camille",,9065,Price,VL,G0J1Z0,1,1,0,0,1,Propriété de la CS,-68.123998,48.601103,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
44,20201019,712063,712000,63,Lévesque,"101, rue Bérubé",,9030,Saint-Donat,P,G0K1L0,1,1,0,0,0,Propriété de la CS,-68.245422,48.498203,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
45,20201019,712064,712000,64,Boijoli,"37, rue de la Montagne",,10015,Saint-Narcisse-de-Rimouski,P,G0K1S0,1,1,1,0,0,Propriété de la CS,-68.435501,48.286505,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
118,20201019,721065,721000,65,Cité étudiante,"171-181, boul. de la Jeunesse",,91025,Roberval,V,G8H2N9,0,0,1,1,1,Propriété de la CS,-72.231106,48.501471,Secondaire - Formation professionnelle - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
119,20201019,721045,721000,45,La Source,"687, rue Gaudreault",,93080,Saint-Ludger-de-Milot,M,G0W2B0,1,1,0,0,1,Propriété de la CS,-71.820792,48.895781,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
120,20201019,721048,721000,48,Les Prés Verts,"712, rue Principale",,92005,Saint-Augustin,P,G0W1K0,1,1,0,0,1,Propriété de la CS,-71.944224,48.805349,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
121,20201019,721049,721000,49,Des Deux-Lacs,"247, rue Principale",,91005,Lac-Bouchette,M,G0W1V0,1,1,0,0,1,Propriété de la CS,-72.1848,48.257681,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
122,20201019,721051,721000,51,Boisjoli,"255, rue de l'Église",,91015,Saint-François-de-Sales,M,G0W1M0,1,1,0,0,1,Propriété de la CS,-72.132543,48.325243,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
123,20201019,721053,721000,53,"Rivière, De la","967, rue Principale",,91030,Sainte-Hedwidge,M,G0W2R0,1,1,0,0,1,Propriété de la CS,-72.359779,48.47934,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
124,20201019,721055,721000,55,Notre-Dame,"830, boulevard Saint-Joseph",,91025,Roberval,V,G8H2L5,1,1,0,0,0,Propriété de la CS,-72.220595,48.51762,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
125,20201019,721056,721000,56,CEA L'Envol,"654, boulevard Saint-Joseph",,91025,Roberval,V,G8H2L2,0,0,0,1,1,Propriété de la CS,-72.219813,48.513735,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
126,20201019,721058,721000,58,Benoît-Duhamel,"947, boulevard Marcotte",,91025,Roberval,V,G8H2A7,1,1,0,0,0,Propriété de la CS,-72.226028,48.519804,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
127,20201019,721060,721000,60,Jolivent,"1536, rue Principale",,91020,Chambord,M,G0W1G0,1,1,0,0,1,Propriété de la CS,-72.064022,48.429696,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
128,20201019,721075,721000,75,L'Arbrisseau,"74, rue Principale",,91010,Saint-André-du-Lac-Saint-Jean,VL,G0W2K0,0,1,0,0,1,Propriété de la CS,-71.988984,48.315243,Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,0,1,0,0,0
129,20201019,723032,723000,32,Médéric-Gravel,"1351, 6e Avenue",,94068,Saguenay,V,G7B1R5,1,1,0,0,0,Propriété de la CS,-70.881732,48.329754,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
130,20201019,723033,723000,33,Centre Durocher,"2511, rue Mgr-Dufour",,94068,Saguenay,V,G7B1E2,0,0,0,0,1,Propriété de la CS,-70.862256,48.31843,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
131,20201019,723035,723000,35,Saint-Joseph,"3300, rue Prince-Albert",,94068,Saguenay,V,G7B3R6,1,1,0,0,0,Propriété de la CS,-70.85362,48.315723,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
132,20201019,723036,723000,36,Saint-Gabriel,"466, Route 381",,94220,Ferland-et-Boilleau,M,G0V1H0,1,1,0,0,0,Propriété de la CS,-70.847125,48.181074,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
133,20201019,723037,723000,37,Du Vallon,"54, rue Tremblay",,94205,Petit-Saguenay,M,G0V1N0,1,1,0,0,0,Propriété de la CS,-70.07289,48.21397,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
134,20201019,723038,723000,38,Centre de services La Baie,"3111, rue Mgr-Dufour",,94068,Saguenay,V,G7B4H5,0,0,0,1,1,Propriété de la CS,-70.855256,48.316285,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
135,20201019,723040,723000,40,Saint-Félix,"102, chemin du lac Brébeuf",,94225,Saint-Félix-d'Otis,M,G0V1M0,1,1,0,0,0,Propriété de la CS,-70.627113,48.271856,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
136,20201019,723041,723000,41,Marie-Médiatrice,"404, rue Principale",,94215,Rivière-Éternité,M,G0V1P0,1,1,0,0,0,Propriété de la CS,-70.415823,48.255922,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
137,20201019,723046,723000,46,Georges-Vanier,"1623, rue Sirois",,94068,Saguenay,V,G7B2S2,1,1,0,0,0,Propriété de la CS,-70.889666,48.337345,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
138,20201019,723047,723000,47,Saint-Alphonse,"731, boul. de Grande-Baie Nord",,94068,Saguenay,V,G7B3K5,0,0,0,1,1,Propriété de la CS,-70.885185,48.340544,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
56,20201019,712023,712000,23,D'Amours,"261, rue Parent Nord",,10043,Rimouski,V,G5L6P2,0,1,0,0,0,Propriété de la CS,-68.543958,48.431933,Primaire,Franco,1_Imm_Franco_primaire,0,1,0,0,0
57,20201019,712024,712000,24,Sainte-Odile,"514, rue Tessier",,10043,Rimouski,V,G5L4L9,1,1,0,0,0,Propriété de la CS,-68.544694,48.43067,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
58,20201019,811006,811000,6,Stella-Maris,"730, chemin des Caps",,1023,Les Îles-de-la-Madeleine,M,G4T2T3,1,1,0,0,0,Propriété de la CS,-61.900524,47.404555,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
59,20201019,811010,811000,10,Centrale,"51, chemin Central",,1023,Les Îles-de-la-Madeleine,M,G4T5H1,1,1,0,0,0,Propriété de la CS,-61.794986,47.405053,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
60,20201019,812002,812000,2,Saint-Norbert,"1, rue des Écoliers",,4047,Cap-Chat,V,G0J1E0,1,1,0,0,0,Propriété de la CS,-66.686484,49.095756,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
61,20201019,712025,712000,25,Élisabeth-Turgeon,"10, 8e Rue Ouest",,10043,Rimouski,V,G5L5B4,1,1,0,0,0,Propriété de la CS,-68.514802,48.442559,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
62,20201019,712028,712000,28,Langevin,"105, Saint-Jean-Baptiste Ouest",,10043,Rimouski,V,G5L4J2,0,1,1,0,0,Propriété de la CS,-68.526797,48.445875,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
63,20201019,712031,712000,31,"Aquarelle, de l'","247, rue Saint-Laurent Ouest",,10043,Rimouski,V,G5L4P8,1,1,0,0,0,Propriété de la CS,-68.530179,48.440232,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
64,20201019,811011,811000,11,Saint-Pierre,"1332, chemin La Vernière",,1023,Les Îles-de-la-Madeleine,M,G4T3G3,1,1,0,0,0,Propriété de la CS,-61.906759,47.371533,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
65,20201019,811013,811000,13,Polyvalente des Îles,"30, chemin La Martinique",,1023,Les Îles-de-la-Madeleine,M,G4T3R7,0,0,1,1,1,Propriété de la CS,-61.915497,47.371448,Secondaire - Formation professionnelle - Éducation aux adultes,Franco,3_Imm_Franco_secondaire,0,0,1,1,1
66,20201019,812007,812000,7,Champagnat,"25-27, route du Parc",,4037,Sainte-Anne-des-Monts,V,G4V2B9,0,0,0,1,1,Propriété de la CS,-66.486723,49.12865,Formation professionnelle - Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,1
67,20201019,813038,813000,38,Collège de Nouvelle,"14, rue de l'Église",,6020,Nouvelle,M,G0C2E0,1,1,0,0,1,Propriété de la CS,-66.318168,48.144276,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
68,20201019,813039,813000,39,"Quatre-Temps, des","15, rue de l'Église",,6020,Nouvelle,M,G0C2E0,1,1,0,0,0,Propriété de la CS,-66.319675,48.14352,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
69,20201019,813032,813000,32,CEA de Maria,"471, boulevard Perron",,6005,Maria,M,G0C1Y0,0,0,0,0,1,Propriété de la CS,-65.98688,48.171457,Éducation aux adultes,Franco,4_Imm_Franco_Fp_Adulte,0,0,0,0,0
70,20201019,712034,712000,34,Sainte-Agnès,"130, rue Côté",,10043,Rimouski,V,G5L2Y2,1,1,0,0,0,Propriété de la CS,-68.515467,48.459637,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
71,20201019,711002,711000,2,Lac-au-Saumon,"81, rue du Rosaire",,7057,Lac-au-Saumon,M,G0J1M0,1,1,0,0,1,Propriété de la CS,-67.348449,48.421558,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
72,20201019,812009,812000,9,Des Bois-et-Marées,"3, boulevard Perron Ouest",,4037,Sainte-Anne-des-Monts,V,G4V3B3,1,1,0,0,0,Propriété de la CS,-66.408832,49.160677,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
73,20201019,812013,812000,13,Notre-Dame-des-Neiges,"2, rue des Écoliers",,4025,Marsoui,VL,G0E1S0,1,1,0,0,1,Propriété de la CS,-66.069282,49.213496,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
74,20201019,812017,812000,17,Saint-Antoine,"1, rue de l'Église Ouest",,4010,Saint-Maxime-du-Mont-Louis,M,G0E1L0,1,1,0,0,1,Propriété de la CS,-65.543179,49.251865,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
75,20201019,813031,813000,31,Collège Saint-Donat,"475, des Chardonnerets",,6005,Maria,M,G0C1Y0,1,1,0,0,0,Propriété de la CS,-65.989883,48.174404,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
76,20201019,712036,712000,36,"Grand-Défi, du","8, avenue Beaulieu",,10043,Rimouski,V,G5L2R1,0,0,1,0,0,Propriété de la CS,-68.511059,48.474651,Secondaire,Franco,3_Imm_Franco_secondaire,0,0,1,1,0
77,20201019,712038,712000,38,Saint-Jean,"245, 2e Rue Ouest",,10043,Rimouski,V,G5L4Y1,0,1,1,0,0,Propriété de la CS,-68.525426,48.438476,Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,0,1,1,1,0
78,20201019,712039,712000,39,"Estran, de l'","399, rue La Salle",,10043,Rimouski,V,G5L3V8,1,1,0,0,0,Propriété de la CS,-68.547945,48.443085,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
79,20201019,711007,711000,7,Saint-Vianney,"160, avenue Centrale",,7075,Saint-Vianney,M,G0J3J0,0,1,0,0,1,Propriété de la CS,-67.411775,48.617431,Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,0,1,0,0,0
80,20201019,711008,711000,8,Saint-Tharcisius,"75, Principale Nord",,7070,Saint-Tharcisius,P,G0J3G0,1,1,0,0,1,Propriété de la CS,-67.341521,48.546264,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
81,20201019,711012,711000,12,Caron,"50, rue Roy",,7047,Amqui,V,G5J1V2,1,1,0,0,0,Propriété de la CS,-67.439104,48.464011,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
82,20201019,711027,711000,27,Saint-Victor,"676, chemin de la Grève",,8053,Matane,V,G4W7A7,1,1,0,0,1,Propriété de la CS,-67.448822,48.866904,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
83,20201019,711029,711000,29,Assomption,"7, rue du Couvent",,8080,Baie-des-Sables,M,G0J1C0,1,1,1,0,1,Propriété de la CS,-67.894798,48.720794,Préscolaire - Primaire - Secondaire - Éducation aux adultes,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
84,20201019,813037,813000,37,Des Audomarois,"100, rue de l'Église",,6013,Carleton-sur-Mer,V,G0C2Z0,1,1,0,0,0,Propriété de la CS,-66.219059,48.111237,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
85,20201019,813030,813000,30,Le Bois-Vivant,"121, rue Terry-Fox",,5070,New Richmond,V,G0C2B0,1,1,1,0,0,Propriété de la CS,-65.857702,48.163576,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
86,20201019,712040,712000,40,Saint-Yves,"521, rue Saint-Germain Est",,10043,Rimouski,V,G5L1E8,1,1,0,0,0,Propriété de la CS,-68.512615,48.473963,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
87,20201019,712041,712000,41,D'Auteuil,"149, rue du Rocher-Blanc",,10043,Rimouski,V,G5L7A1,0,1,0,0,0,Propriété de la CS,-68.591592,48.427821,Primaire,Franco,1_Imm_Franco_primaire,0,1,0,0,0
88,20201019,712042,712000,42,"Rocher, du","845, rue Saint-Arsène",,10043,Rimouski,V,G5L3X4,1,1,0,0,0,Propriété de la CS,-68.589025,48.426577,Préscolaire - Primaire,Franco,1_Imm_Franco_primaire,1,1,0,0,0
89,20201019,712044,712000,44,"Merisiers, des","658, route des Pionniers",,10043,Rimouski,V,G5N5P1,1,1,1,0,0,Propriété de la CS,-68.460601,48.361066,Préscolaire - Primaire - Secondaire,Franco,2_Imm_Franco_prim_sec,1,1,1,1,0
90,20201019,711014,711000,14,Saint-Léon-le-Grand,"241, rue Gendron",,7030,Saint-Léon-le-Grand,P,G0J2W0,1,1,0,0,1,Propriété de la CS,-67.502804,48.382076,Préscolaire - Primaire - Éducation aux adultes,Franco,1_Imm_Franco_primaire,1,1,0,0,0
