OBJECTID;DT_MAJ_GDUNO;CD_ORGNS;NOM_COURT;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;PRESC;PRIM;SEC;FORM_PRO;ADULTE;TYPE_ORGNS;RESEAU;SITE_WEB;CD_ORGNS_RESP;NOM_ORGNS_RESP;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;STYLE_CART
116;20201019;058501;Collège Champagneur;Collège Champagneur;3713, rue Queen;;62037;Rawdon;M;J0K1S0;0;0;1;0;0;Installation;Privé;;058500;Collège Champagneur;-73.710726;46.043784;Secondaire;3_Priv_Bat_Secondaire
118;20201019;059501;Collège Charlemagne;Collège Charlemagne inc.;5000, rue Pilon;;66023;Montréal;V;H9K1G4;1;1;1;0;0;Installation;Privé;www.collegecharlemagne.com;059500;Collège Charlemagne inc.;-73.918275;45.459005;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
120;20201019;065501;Col. Charles-L., C.Ville Ste-Catherine;Collège Charles-Lemoyne, Campus Ville de Sainte-Catherine;125, Place Charles-Lemoyne;;67030;Sainte-Catherine;V;J5C0A1;0;0;1;0;0;Installation;Privé;monccl.com;065500;Collège Charles-Lemoyne;-73.548613;45.399351;Secondaire;3_Priv_Bat_Secondaire
121;20201019;065505;C. Ch.-Lemoyne, C. Longueuil-St-Lambert;Collège Charles-Lemoyne, Campus Longueuil Saint-Lambert;901, chemin Tiffin;;58227;Longueuil;V;J4P3G6;0;0;1;0;0;Installation;Privé;monccl.com;065500;Collège Charles-Lemoyne;-73.509842;45.514373;Secondaire;3_Priv_Bat_Secondaire
122;20201019;065506;Académie Intl Charles-Lemoyne;Académie Internationale Charles-Lemoyne, Campus Longueuil Saint-Lambert;901, chemin Tiffin;;58227;Longueuil;V;J4P3G6;1;1;0;0;0;Installation;Privé;monccl.com;065500;Collège Charles-Lemoyne;-73.509842;45.514373;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
123;20201019;065507;Académie Intl Charles Lemoyne;Académie Internationale Charles-Lemoyne, Campus Ville de Sainte-Catherine;125, Place Charles-Lemoyne;;67030;Sainte-Catherine;V;J5C0A1;0;1;0;0;0;Installation;Privé;monccl.com;065500;Collège Charles-Lemoyne;-73.548613;45.399351;Primaire;2_Priv_Bat_Prim
125;20201019;066501;Collège Clarétain de Victoriaville;Collège Clarétain de Victoriaville;663, rue Gamache;;39062;Victoriaville;V;G6R0W3;0;0;1;0;0;Installation;Privé;www.collegeclaretain.com;066500;Collège Clarétain de Victoriaville;-71.96921;46.041853;Secondaire;3_Priv_Bat_Secondaire
127;20201019;069501;Col. de Champigny;Collège de Champigny ;1400, route de l'Aéroport;;23027;Québec;V;G2G1G6;0;0;1;0;0;Installation;Privé;www.collegedechampigny.com;069500;Collège de Champigny;-71.361844;46.790874;Secondaire;3_Priv_Bat_Secondaire
52;20201019;026501;Académie Michèle-Provost;Académie Michèle-Provost;1517, avenue Des Pins Ouest;;66023;Montréal;V;H3G1B3;1;1;1;0;0;Installation;Privé;www.academiemicheleprovost.qc.ca;026500;Académie Michèle-Provost;-73.586753;45.498468;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
55;20201019;027501;Académie Saint-Louis;Académie Saint-Louis;1500, rue de la Rive-Boisée Sud;;23027;Québec;V;G2C2B3;0;0;1;0;0;Installation;Privé;www.aslouis.qc.ca;027500;Académie Saint-Louis;-71.315332;46.829964;Secondaire;3_Priv_Bat_Secondaire
56;20201019;027502;Pavillon Saint-Louis-de-Gonzague;Académie Saint-Louis - Pavillon Saint-Louis-de-Gonzague;2200, rue de la Rive-Boisée Nord;;23027;Québec;V;G2C0J1;1;1;0;0;0;Installation;Privé;www.aslouis.qc.ca;027500;Académie Saint-Louis;-71.318442;46.83651;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
60;20201019;029501;Ac. Ste-Thérèse, Campus Jacques-About;Académie Ste-Thérèse, Campus Jacques-About;425, rue Blainville Est;;73010;Sainte-Thérèse;V;J7E1N7;0;1;1;0;0;Installation;Privé;www.academie.ste-therese.com;029500;Académie Ste-Thérèse;-73.816268;45.6402;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
61;20201019;029502;Ac. Ste-Thérèse, Campus Rosemère;Académie Ste-Thérèse, Campus Rosemère;1, chemin des Écoliers;;73020;Rosemère;V;J7A4Y1;1;1;0;0;0;Installation;Privé;www.academie.ste-therese.com;029500;Académie Ste-Thérèse;-73.774956;45.646714;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
64;20201019;030501;Ac. Solomon Schechter, camp. prim., s.a.;Académie Solomon Schechter, campus primaire, section anglaise;5555, chemin de la Côte-Saint-Luc;;66023;Montréal;V;H3X2C9;0;1;0;0;0;Installation;Privé;;030500;Académie Solomon Schechter;-73.628583;45.478974;Primaire;2_Priv_Bat_Prim
65;20201019;030502;Ac. Solomon Schechter, camp. prim., s.f.;Académie Solomon Schechter, campus primaire, section française;5555, chemin de la Côte-Saint-Luc;;66023;Montréal;V;H3X2C9;0;1;0;0;0;Installation;Privé;;030500;Académie Solomon Schechter;-73.628583;45.478974;Primaire;2_Priv_Bat_Prim
66;20201019;030503;Ac. Solomon Schechter, camp. prés., s.a.;Académie Solomon Schechter, campus préscolaire, section anglaise;4950, avenue Macdonald;;66023;Montréal;V;H3X2V3;1;0;0;0;0;Installation;Privé;;030500;Académie Solomon Schechter;-73.630299;45.479278;Préscolaire;1_Priv_Bat_Prescolaire
67;20201019;030504;Ac. Solomon Schechter, camp. prés., s.f.;Académie Solomon Schechter, campus préscolaire, section française;4950, avenue Macdonald;;66023;Montréal;V;H3X2V3;1;0;0;0;0;Installation;Privé;;030500;Académie Solomon Schechter;-73.630298;45.479278;Préscolaire;1_Priv_Bat_Prescolaire
71;20201019;032501;Aviron Québec campus Charest;Aviron Québec, campus Charest;270, boulevard Charest Est;;23027;Québec;V;G1K3H1;0;0;0;1;0;Installation;Privé;www.avironquebec.com;032500;Aviron Québec Collège Technique;-71.226636;46.812954;Formation professionnelle;8_Priv_Bat_FP
72;20201019;032502;Aviron Québec, campus Jonquière;Aviron Québec, campus Jonquière;1275, rue De La Jonquière;;23027;Québec;V;G1N3X2;0;0;0;1;0;Installation;Privé;www.avironquebec.com;032500;Aviron Québec Collège Technique;-71.263713;46.80502;Formation professionnelle;8_Priv_Bat_FP
75;20201019;033501;Bishop's College School;Bishop's College School;80, chemin Moulton Hill;;43027;Sherbrooke;V;J1M1Z8;0;0;1;0;0;Installation;Privé;www.bishopscollegeschool.com;033500;Bishop's college school;-71.843327;45.372191;Secondaire;3_Priv_Bat_Secondaire
77;20201019;034501;Centre académique de Lanaudière;Centre académique de Lanaudière;930, boulevard l'Assomption;;60013;Repentigny;V;J6A5H5;1;1;0;0;0;Installation;Privé;lecadl.com;034500;Centre académique de Lanaudière;-73.448635;45.77014;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
80;20201019;035501;Centre académique Fournier, primaire;Centre académique Fournier inc., section primaire;5919, boulevard Henri-Bourassa Ouest;;66023;Montréal;V;H4R1B7;0;1;0;0;0;Installation;Privé;www.academiefournier.qc.ca;035500;Centre académique Fournier inc.;-73.718233;45.516415;Primaire;2_Priv_Bat_Prim
81;20201019;035502;Centre académique Fournier, A. Fournier;Centre académique Fournier inc., Académie Fournier;5919, boulevard Henri-Bourassa Ouest;;66023;Montréal;V;H4R1B7;1;0;1;0;0;Installation;Privé;www.academiefournier.qc.ca;035500;Centre académique Fournier inc.;-73.718233;45.516415;Préscolaire - Secondaire;6_Priv_Bat_Presc_Sec
84;20201019;037501;Centre d'intégration scolaire inc.;Centre d'intégration scolaire inc.;6361, 6e Avenue;;66023;Montréal;V;H1Y2R7;0;1;1;0;0;Installation;Privé;www.cisi.qc.ca;037500;Centre d'intégration scolaire inc.;-73.587193;45.55191;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
90;20201019;041501;É. trilingue Vision Varennes, présco.-p.;École trilingue Vision Varennes, pavillon préscolaire - primaire;104, boulevard de la Marine;;59020;Varennes;V;J3X1Z5;1;1;0;0;0;Installation;Privé;https://varennes.ecolevision.com/;041500;École trilingue Vision Varennes;-73.43238;45.6637;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
91;20201019;041502;École trilingue Vision Varennes, prim.;École trilingue Vision Varennes, pavillon primaire;100, boulevard de la Marine;;59020;Varennes;V;J3X1Z5;0;1;0;0;0;Installation;Privé;https://varennes.ecolevision.com/;041500;École trilingue Vision Varennes;-73.432598;45.664006;Primaire;2_Priv_Bat_Prim
96;20201019;044501;Centre François-Michelle, présc. prim.;Centre François-Michelle, préscolaire-primaire;10095, rue Meunier;;66023;Montréal;V;H3L2Z1;1;1;0;0;0;Installation;Privé;www.francois-michelle.qc.ca;044500;Centre François-Michelle;-73.663039;45.54406;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
97;20201019;044502;Centre François-Michelle, sec. 1er cycle;Centre François-Michelle, secondaire 1er cycle;5210, rue Durocher;;66023;Montréal;V;H2V3Y1;0;0;1;0;0;Installation;Privé;www.francois-michelle.qc.ca;044500;Centre François-Michelle;-73.59937;45.518686;Secondaire;3_Priv_Bat_Secondaire
98;20201019;044504;Centre François-Michelle, sec. 2e cycle;Centre François-Michelle, secondaire 2e cycle;9275, rue Clark;;66023;Montréal;V;H2N2K3;0;0;1;0;0;Installation;Privé;;044500;Centre François-Michelle;-73.650733;45.543547;Secondaire;3_Priv_Bat_Secondaire
102;20201019;046501;École Montessori de Chelsea;École Montessori de Chelsea;490, Route 105, bureau 105;;82025;Chelsea;M;J9B1L2;1;1;0;0;0;Installation;Privé;www.montessori4vallees.ca;046500;École Montessori de Chelsea;-75.782423;45.505866;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
106;20201019;048501;École Montessori de Montréal;École Montessori de Montréal;1505, rue Serre;;66023;Montréal;V;H8N1N3;1;1;0;0;0;Installation;Privé;www.ecolemontessorimontreal.com;048500;École Montessori de Montréal;-73.623971;45.432249;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
168;20201019;114501;Col. Jean-Eudes;Collège Jean-Eudes;3535, boul. Rosemont;;66023;Montréal;V;H1X1K7;0;0;1;0;0;Installation;Privé;www.cje.qc.ca;114500;Collège Jean-Eudes;-73.579182;45.555406;Secondaire;3_Priv_Bat_Secondaire
170;20201019;115501;Collège Jésus-Marie de Sillery;Collège Jésus-Marie de Sillery;2047, chemin Saint-Louis;;23027;Québec;V;G1T1P3;1;1;1;0;0;Installation;Privé;http://www.collegejesusmarie.com/;115500;Collège Jésus-Marie de Sillery;-71.25006;46.776421;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
172;20201019;116501;Col. Laval;Collège Laval ;1275, avenue du Collège;;65005;Laval;V;H7C1W8;0;0;1;0;0;Installation;Privé;http://www.collegelaval.ca;116500;Collège Laval;-73.649034;45.615166;Secondaire;3_Priv_Bat_Secondaire
174;20201019;117501;Col. intern. Marie de France;Collège international Marie de France;4635, chemin Queen Mary;;66023;Montréal;V;H3W1W3;1;1;1;0;0;Installation;Privé;www.cimf.ca;117500;Collège international Marie de France;-73.625122;45.490252;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
176;20201019;118501;Collège Marie-de-l'Incarnation;Collège Marie-de-l'Incarnation;725, rue Hart;;37067;Trois-Rivières;V;G9A4R9;1;1;1;0;0;Installation;Privé;www.cmitr.qc.ca;118500;Collège Marie-de-l'Incarnation;-72.536931;46.345572;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
178;20201019;119501;Mont Notre-Dame;Mont Notre-Dame;114, rue de la Cathédrale;;43027;Sherbrooke;V;J1H4M1;0;0;1;0;0;Installation;Privé;www.lemont.ca;119500;Mont Notre-Dame;-71.891976;45.401568;Secondaire;3_Priv_Bat_Secondaire
180;20201019;123501;Collège Mont-Sacré-Coeur;Collège Mont-Sacré-Coeur;210, rue Denison Est;;47017;Granby;V;J2H2R6;0;0;1;0;0;Installation;Privé;https://www.college-msc.qc.ca/;123500;Collège Mont-Sacré-Coeur;-72.705486;45.390826;Secondaire;3_Priv_Bat_Secondaire
182;20201019;124501;Col. Mont-Royal;Collège Mont-Royal;2165, rue Baldwin;;66023;Montréal;V;H1L5A7;0;0;1;0;0;Installation;Privé;www.collegemont-royal.qc.ca;124500;Collège Mont-Royal;-73.515967;45.599066;Secondaire;3_Priv_Bat_Secondaire
184;20201019;125501;Col. Mont-Saint-Louis;Collège Mont-Saint-Louis;1700, boulevard Henri-Bourassa Est;;66023;Montréal;V;H2C1J3;0;0;1;0;0;Installation;Privé;www.msl.qc.ca;125500;Collège Mont-Saint-Louis;-73.658658;45.568714;Secondaire;3_Priv_Bat_Secondaire
186;20201019;126501;Collège Notre-Dame;Collège Notre-Dame;3791, chemin Queen-Mary;;66023;Montréal;V;H3V1A8;0;0;1;0;0;Installation;Privé;www.collegenotredame.com;126500;Collège Notre-Dame;-73.622487;45.493279;Secondaire;3_Priv_Bat_Secondaire
188;20201019;127501;Col. N.-D.-de-l'Assomption;Collège Notre-Dame-de-l'Assomption;225, rue St-Jean Baptiste;;50072;Nicolet;V;J3T0A2;0;0;1;0;0;Installation;Privé;www.cnda.qc.ca;127500;Collège Notre-Dame-de-l'Assomption;-72.621719;46.228627;Secondaire;3_Priv_Bat_Secondaire
190;20201019;128501;Col. N.-Dame-de-Lourdes;Collège Notre-Dame-de-Lourdes;845, chemin Tiffin;;58227;Longueuil;V;J4P3G5;0;0;1;0;0;Installation;Privé;www.ndl.qc.ca;128500;Collège Notre-Dame-de-Lourdes;-73.512326;45.51521;Secondaire;3_Priv_Bat_Secondaire
192;20201019;129501;Collège Massawippi;Collège Massawippi;470, rue Main;;45035;Ayer's Cliff;VL;J0B1C0;0;0;1;0;0;Installation;Privé;www.collegeservite.ca;129500;Collège Massawippi;-72.070416;45.175371;Secondaire;3_Priv_Bat_Secondaire
194;20201019;136501;Collège Prep International;Collège Prep International;7475, rue Sherbrooke Ouest;;66023;Montréal;V;H4B1S3;0;1;1;0;0;Installation;Privé;www.prepinternational.com;136500;Collège Prep International;-73.64254;45.454283;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
196;20201019;138501;Collège Citoyen;Collège Citoyen;4001, boulevard Sainte-Rose;;65005;Laval;V;H7R1W6;0;0;1;0;0;Installation;Privé;www.collegecitoyen.ca;138500;Collège Citoyen;-73.831187;45.572044;Secondaire;3_Priv_Bat_Secondaire
198;20201019;139501;Col. Regina Assumpta;Collège Regina Assumpta;1750, rue Sauriol Est;;66023;Montréal;V;H2C1X4;0;0;1;0;0;Installation;Privé;www.reginaassumpta.qc.ca;139500;Collège Regina Assumpta;-73.650152;45.565297;Secondaire;3_Priv_Bat_Secondaire
129;20201019;074501;Col. de l'Assomption;Collège de l'Assomption ;270, boulevard de l'Ange-Gardien;;60028;L'Assomption;V;J5W1R7;0;0;1;0;0;Installation;Privé;www.classomption.qc.ca;074500;Collège de L'Assomption;-73.420768;45.827662;Secondaire;3_Priv_Bat_Secondaire
131;20201019;075501;Coll. de l'Ouest de l'Île, s. française;Collège de l'Ouest de l'Île, section française;851, rue Tecumseh;;66142;Dollard-Des Ormeaux;V;H9B2L2;0;0;1;0;0;Installation;Privé;http://www.westislandcollege.qc.ca;075500;Collège de l'Ouest de l'Île;-73.814827;45.478745;Secondaire;3_Priv_Bat_Secondaire
132;20201019;075502;Coll. de l'Ouest de l'Île, s. anglaise;Collège de l'Ouest de l'Île, section anglaise;851, rue Tecumseh;;66142;Dollard-Des Ormeaux;V;H9B2L2;0;0;1;0;0;Installation;Privé;www.westislandcollege.qc.ca;075500;Collège de l'Ouest de l'Île;-73.814827;45.478745;Secondaire;3_Priv_Bat_Secondaire
134;20201019;076501;Col. de Lévis;Collège de Lévis ;9, rue Mgr Gosselin;;25213;Lévis;V;G6V5K1;0;0;1;0;0;Installation;Privé;www.collegedelevis.qc.ca;076500;Collège de Lévis;-71.181767;46.812416;Secondaire;3_Priv_Bat_Secondaire
136;20201019;077501;Col. de Montréal;Collège de Montréal;1931, rue Sherbrooke Ouest;;66023;Montréal;V;H3H1E3;0;0;1;0;0;Installation;Privé;www.college-montreal.qc.ca;077500;Collège de Montréal;-73.584509;45.495176;Secondaire;3_Priv_Bat_Secondaire
138;20201019;079501;Collège de Sainte-Anne-de-La-Pocatière;Collège de Sainte-Anne-de-La-Pocatière;100, 4e Avenue;;14085;La Pocatière;V;G0R1Z0;0;0;1;0;0;Installation;Privé;www.leadercsa.com;079500;Collège de Sainte-Anne-de-La-Pocatière;-70.040929;47.366844;Secondaire;3_Priv_Bat_Secondaire
140;20201019;084501;Collège Supérieur de Montréal;Collège Supérieur de Montréal;800, boulevard De Maisonneuve Est;5e et 6e étages;66023;Montréal;V;H2L4L8;0;0;0;1;0;Installation;Privé;www.collegecsm.com;084500;Collège Supérieur de Montréal;-73.559243;45.516114;Formation professionnelle;8_Priv_Bat_FP
141;20201019;084502;Collège Supérieur de Montréal, à dist.;Collège Supérieur de Montréal, formation à distance;800, boulevard de Maisonneuve Est;5e étage;66023;Montréal;V;H2L4L8;0;0;0;1;0;Installation;Privé;;084500;Collège Supérieur de Montréal;-73.559243;45.516114;Formation professionnelle;8_Priv_Bat_FP
143;20201019;085501;Collège Dina-Bélanger;Collège Dina-Bélanger;1, rue Saint-Georges;;19110;Saint-Michel-de-Bellechasse;M;G0R3S0;0;0;1;0;0;Installation;Privé;www.collegedina-belanger.qc.ca;085500;Collège Dina-Bélanger;-70.906426;46.876847;Secondaire;3_Priv_Bat_Secondaire
145;20201019;086501;Collège du Mont-Sainte-Anne;Collège du Mont-Sainte-Anne;2100, chemin Sainte-Catherine;;43027;Sherbrooke;V;J1N3V5;0;0;1;0;0;Installation;Privé;www.collegemsa.com;086500;Collège du Mont-Sainte-Anne;-71.930901;45.371232;Secondaire;3_Priv_Bat_Secondaire
147;20201019;088501;Col.Dur.St-Lambert(Durocher);Collège Durocher Saint-Lambert (pavillon Durocher) ;857, rue Riverside;;58012;Saint-Lambert;V;J4P1C2;0;0;1;0;0;Installation;Privé;www.cdsl.qc.ca;088500;Collège Durocher Saint-Lambert;-73.517663;45.515686;Secondaire;3_Priv_Bat_Secondaire
148;20201019;088502;Col.Dur.St-Lambert(St-Lambert);Collège Durocher Saint-Lambert (pavillon Saint-Lambert) ;375, rue Riverside;;58012;Saint-Lambert;V;J4P1B1;0;0;1;0;0;Installation;Privé;www.cdsl.qc.ca;088500;Collège Durocher Saint-Lambert;-73.516585;45.505068;Secondaire;3_Priv_Bat_Secondaire
150;20201019;089501;Col. Esther Blondin;Collège Esther Blondin ;101, rue Sainte-Anne;;63013;Saint-Jacques;M;J0K2R0;0;0;1;0;0;Installation;Privé;www.collegeblondin.qc.ca;089500;Collège Esther- Blondin;-73.563523;45.957286;Secondaire;3_Priv_Bat_Secondaire
152;20201019;096501;Collège Français, Campus de Montréal;Collège Français, Campus de Montréal;185, avenue Fairmount Ouest;;66023;Montréal;V;H2T2M6;0;0;1;0;0;Installation;Privé;www.collegefrancais.ca;096500;Collège Français;-73.596811;45.521624;Secondaire;3_Priv_Bat_Secondaire
153;20201019;096502;Collège Français, Campus de Longueuil;Collège Français, Campus de Longueuil;1340, boulevard Nobert;;58227;Longueuil;V;J4K2P4;0;0;1;0;0;Installation;Privé;www.collegefrancais.ca;096500;Collège Français;-73.483923;45.50792;Secondaire;3_Priv_Bat_Secondaire
154;20201019;096505;Collège Français, Campus Montaigne;Collège Français, Campus Montaigne;172, avenue Fairmount Ouest;;66023;Montréal;V;H2T1E2;0;0;1;0;0;Installation;Privé;;096500;Collège Français;-73.596282;45.521451;Secondaire;3_Priv_Bat_Secondaire
156;20201019;097501;Collège Français primaire;Collège Français primaire;1391, rue Beauregard;;58227;Longueuil;V;J4K2M3;1;1;0;0;0;Installation;Privé;www.collegefrancais.ca;097500;Collège Français;-73.488174;45.509316;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
158;20201019;098501;Col. François-Delaplace;Collège François-Delaplace;365, rue Compton Est;;44080;Waterville;V;J0B3H0;0;0;1;0;0;Installation;Privé;www.college-francois-delaplace.qc.ca;098500;Collège François-Delaplace;-71.886865;45.277407;Secondaire;3_Priv_Bat_Secondaire
160;20201019;099501;Collège Héritage de Châteauguay;Collège Héritage de Châteauguay inc.;270, boulevard d'Youville;;67050;Châteauguay;V;J6J4R6;0;1;1;0;0;Installation;Privé;www.collegeheritage.ca;099500;Collège Héritage de Châteauguay inc.;-73.7533;45.373985;Primaire - Secondaire;7_Priv_Bat_Prim_Sec
163;20201019;106501;Collège Jean-de-Brébeuf;Collège Jean-de-Brébeuf;3200, ch. Côte Ste-Catherine;;66023;Montréal;V;H3T1C1;0;0;1;0;0;Installation;Privé;www.brebeuf.qc.ca;106500;Collège Jean-De-Brébeuf;-73.622805;45.501611;Secondaire;3_Priv_Bat_Secondaire
165;20201019;107501;Collège Jean de la Mennais;Collège Jean de la Mennais - secondaire;870, chemin de Saint-Jean;;67015;La Prairie;V;J5R2L5;0;0;1;0;0;Installation;Privé;www.jeandelamennais.qc.ca;107500;Collège Jean de la Mennais;-73.48519;45.411143;Secondaire;3_Priv_Bat_Secondaire
166;20201019;107502;Collège Jean de la Mennais;Collège Jean de la Mennais - primaire;870, chemin de Saint-Jean;;67015;La Prairie;V;J5R2L5;0;1;0;0;0;Installation;Privé;www.jeandelamennais.qc.ca;107500;Collège Jean de la Mennais;-73.48519;45.411143;Primaire;2_Priv_Bat_Prim
259;20201019;198503;École chrétienne Emmanuel, s. ang. - sec;École chrétienne Emmanuel, section anglaise - secondaire;4698, boulevard Saint-Jean;;66142;Dollard-Des Ormeaux;V;H9H4S5;0;0;1;0;0;Installation;Privé;www.emmanuelcs,ca;198500;École chrétienne Emmanuel;-73.849777;45.486833;Secondaire;3_Priv_Bat_Secondaire
261;20201019;204501;École com. Belz, Campus Ducharme, s. a.;École communautaire Belz, Campus Ducharme, section anglaise;1495, avenue Ducharme;;66023;Montréal;V;H2V1E8;1;1;0;0;0;Installation;Privé;;204500;École communautaire Belz;-73.618011;45.520377;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
262;20201019;204502;École com. Belz, Campus Ducharme, s. f.;École communautaire Belz, Campus Ducharme, section française;1495, avenue Ducharme;;66023;Montréal;V;H2V1E8;1;1;0;0;0;Installation;Privé;;204500;École communautaire Belz;-73.618011;45.520377;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
263;20201019;204503;École com. Belz, Campus Durocher, s. a.;École communautaire Belz, Campus Durocher, section anglaise;6508, rue Durocher;;66023;Montréal;V;H2V3Z3;1;1;0;0;0;Installation;Privé;;204500;École communautaire Belz;-73.614869;45.5256;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
264;20201019;204505;École com. Belz, Campus Durocher, s. f.;École communautaire Belz, Campus Durocher, section française;6508, rue Durocher;;66023;Montréal;V;H2V3Z3;1;1;0;0;0;Installation;Privé;;204500;École communautaire Belz;-73.614869;45.5256;Préscolaire - Primaire;4_Priv_Bat_Presc_Prim
265;20201019;204506;École comm. Belz, C. Jeanne-Mance, s. a.;École communautaire Belz, Campus Jeanne-Mance, section anglaise;5030, rue Jeanne-Mance;;66023;Montréal;V;H2V4J8;0;0;1;0;0;Installation;Privé;;204500;École communautaire Belz;-73.594704;45.519797;Secondaire;3_Priv_Bat_Secondaire
266;20201019;204507;École com. Belz, C. Hillsdale, s. a.;École communautaire Belz, Campus Hillsdale, section anglaise;6235, chemin Hillsdale;;66023;Montréal;V;H3S2M8;0;0;1;0;0;Installation;Privé;;204500;École communautaire Belz;-73.624357;45.511346;Secondaire;3_Priv_Bat_Secondaire
268;20201019;205501;Coll. compt. et sec. Québec, c.Longueuil;Collège de comptabilité et de secrétariat du Québec, campus de Longueuil inc.;910, boulevard Curé-Poirier Ouest;;58227;Longueuil;V;J4K2C7;0;0;0;1;0;Installation;Privé;www.ccsq.ca;205500;Collège de comptabilité et de secrétariat du Québec, campus de Longueuil inc.;-73.488441;45.518413;Formation professionnelle;8_Priv_Bat_FP
269;20201019;205502;CCSQ, c. de Longueuil inc, form. à dist.;Collège de comptabilité et de secrétariat du Québec, campus de Longueuil inc. formation à distance;910, boulevard Curé-Poirier Ouest;;58227;Longueuil;V;J4K2C7;0;0;0;1;0;Installation;Privé;www.ccsq.ca;205500;Collège de comptabilité et de secrétariat du Québec, campus de Longueuil inc.;-73.488441;45.518413;Formation professionnelle;8_Priv_Bat_FP
270;20201019;205503;Coll. compt. et sec. Québec, c.J-Cartier;Collège de comptabilité et de secrétariat du Québec, campus Jacques-Cartier inc.;174, boulevard Sainte-Foy;;58227;Longueuil;V;J4K1W9;0;0;0;1;0;Installation;Privé;www.ccsq.ca;205500;Collège de comptabilité et de secrétariat du Québec, campus de Longueuil inc.;-73.486736;45.529553;Formation professionnelle;8_Priv_Bat_FP
272;20201019;206501;École Félix-Antoine;École Félix-Antoine;10730, rue Chambord;;66023;Montréal;V;H2C2R8;0;0;1;0;1;Installation;Privé;www.ecolefelixantoine.qc.ca;206500;École Félix-Antoine;-73.665252;45.561805;Secondaire - Éducation aux adultes;3_Priv_Bat_Secondaire
274;20201019;208501;Acad. int. Zig Zag, Camp. prim. fr;Académie internationale Zig Zag, Campus primaire, section française;27, rue Laurier Ouest;;39062;Victoriaville;V;G6P6P4;0;1;0;0;0;Installation;Privé;www.zigetzag.com;208500;Académie internationale Zig Zag;-71.915982;46.037487;Primaire;2_Priv_Bat_Prim
275;20201019;208503;Ac. int. Zig Zag, Campus préscolaire;Académie internationale Zig Zag, Campus préscolaire;153, rue Saint-Jean-Baptiste;;39062;Victoriaville;V;G6P4G2;1;0;0;0;0;Installation;Privé;www.zigetzag.com;208500;Académie internationale Zig Zag;-71.949592;46.057098;Préscolaire;1_Priv_Bat_Prescolaire
200;20201019;144501;Collège Rivier;Collège Rivier;343, rue Saint-Jacques Nord;;44037;Coaticook;V;J1A2R2;0;0;1;0;0;Installation;Privé;www.collegerivier.com;144500;Collège Rivier;-71.796105;45.137964;Secondaire;3_Priv_Bat_Secondaire
202;20201019;145501;Col. Saint-Alexandre;Collège Saint-Alexandre de la Gatineau;2425, rue Saint-Louis;;81017;Gatineau;V;J8V1E7;0;0;1;0;0;Installation;Privé;www.college-stalexandre.qc.ca;145500;Collège Saint-Alexandre de la Gatineau;-75.750599;45.493558;Secondaire;3_Priv_Bat_Secondaire
204;20201019;147501;Collège Saint-Bernard;Collège Saint-Bernard;25, avenue des Frères;;49058;Drummondville;V;J2B6A2;1;1;1;0;0;Installation;Privé;www.csb.qc.ca;147500;Collège Saint-Bernard;-72.475889;45.88204;Préscolaire - Primaire - Secondaire;5_Priv_Bat_Presc_Prim_Sec
206;20201019;148501;Col. Saint-Charles-Garnier;Collège Saint-Charles-Garnier ;1150, boul René Lévesque Ouest;;23027;Québec;V;G1S1V7;0;0;1;0;0;Installation;Privé;www.collegesaint-charles.com;148500;Collège Saint-Charles-Garnier;-71.245563;46.795244;Secondaire;3_Priv_Bat_Secondaire
208;20201019;149501;Collège Saint-Hilaire;Collège Saint-Hilaire;800, rue Rouillard;;57035;Mont-Saint-Hilaire;V;J3H0K4;0;0;1;0;0;Installation;Privé;www.csh.qc.ca;149500;Collège Saint-Hilaire;-73.157676;45.568601;Secondaire;3_Priv_Bat_Secondaire
